event_id,signal_date,source_sector,destination_sector,ticker,reference_peak,drawdown_date,lead_trading_days,hit_20pct,last_session_before_drawdown,source_sector_label,destination_sector_label
31,2018-06-22,biotech,finance,1707,169.36074829101562,2018-10-26,88.0,True,2018-10-25,生技醫療,金融
31,2018-06-22,biotech,finance,1710,27.125471115112305,2018-11-13,100.0,True,2018-11-12,生技醫療,金融
31,2018-06-22,biotech,finance,1783,27.074289321899414,2018-09-07,55.0,True,2018-09-06,生技醫療,金融
31,2018-06-22,biotech,finance,1723,115.2283706665039,2018-10-26,88.0,True,2018-10-25,生技醫療,金融
31,2018-06-22,biotech,finance,1718,9.009427070617676,,,False,,生技醫療,金融
31,2018-06-22,biotech,finance,4743,30.662315368652344,2018-07-04,8.0,True,2018-07-03,生技醫療,金融
31,2018-06-22,biotech,finance,1785,19.2517147064209,2018-10-25,87.0,True,2018-10-24,生技醫療,金融
31,2018-06-22,biotech,finance,1722,30.929338455200195,,,False,,生技醫療,金融
31,2018-06-22,biotech,finance,4746,48.247371673583984,2018-10-11,77.0,True,2018-10-09,生技醫療,金融
31,2018-06-22,biotech,finance,4728,31.497007369995117,2018-08-14,37.0,True,2018-08-13,生技醫療,金融
31,2018-06-22,biotech,finance,1742,20.638511657714844,2018-09-13,59.0,True,2018-09-12,生技醫療,金融
31,2018-06-22,biotech,finance,4707,6.532864093780518,,,False,,生技醫療,金融
31,2018-06-22,biotech,finance,4745,27.020591735839844,,,False,,生技醫療,金融
31,2018-06-22,biotech,finance,1720,24.546411514282227,,,False,,生技醫療,金融
31,2018-06-22,biotech,finance,1789,29.922380447387695,2018-10-11,77.0,True,2018-10-09,生技醫療,金融
31,2018-06-22,biotech,finance,1714,7.183775424957275,2018-10-11,77.0,True,2018-10-09,生技醫療,金融
31,2018-06-22,biotech,finance,4714,11.792710304260254,2018-10-09,76.0,True,2018-10-08,生技醫療,金融
31,2018-06-22,biotech,finance,1711,16.715002059936523,,,False,,生技醫療,金融
31,2018-06-22,biotech,finance,1717,21.07155990600586,,,False,,生技醫療,金融
31,2018-06-22,biotech,finance,1733,20.747905731201172,,,False,,生技醫療,金融
31,2018-06-22,biotech,finance,1734,17.66862678527832,,,False,,生技醫療,金融
31,2018-06-22,biotech,finance,1773,35.95301055908203,,,False,,生技醫療,金融
31,2018-06-22,biotech,finance,1737,21.500272750854492,,,False,,生技醫療,金融
31,2018-06-22,biotech,finance,4764,51.15870666503906,,,False,,生技醫療,金融
