event_id,signal_date,source_sector,destination_sector,confirmation_days,source_score,destination_score,score_spread,source_score_change_5d,destination_score_change_5d,source_return_5d,destination_return_5d,source_return_20d,destination_return_20d,source_turnover_acceleration,destination_turnover_acceleration,source_breadth_above_20d,destination_breadth_above_20d,source_institutional_flow,destination_institutional_flow,average_correlation_20d,source_sector_label,destination_sector_label
19,2017-08-04,electronics,computing,3,0.36857142857142855,0.8857142857142857,0.5171428571428571,-0.3214285714285715,-0.06428571428571428,0.005521015065864332,0.008188860684511856,0.026277712490697658,0.03484856964171068,-0.08817381016843656,0.014951659248659266,0.6056338028169014,0.675,,,0.5787798921067661,電子零組件,資訊/通訊
20,2017-08-04,biotech,computing,3,0.24428571428571427,0.8857142857142857,0.6414285714285715,-0.10999999999999999,-0.06428571428571428,-0.003363179461137622,0.008188860684511856,0.007518888873972118,0.03484856964171068,-0.0678455444250482,0.014951659248659266,0.48484848484848486,0.675,,,0.37270636240827276,生技醫療,資訊/通訊
21,2017-08-23,finance,shipping,3,0.3357142857142857,1.0,0.6642857142857144,-0.31,0.0,0.006403352785500305,0.03448257652125064,-0.00034429696577331637,0.08695642614941934,-0.38241266495739656,0.883121625975757,0.43478260869565216,0.7894736842105263,-0.014300902582681902,0.04390243885747034,0.8305393854465323,金融,航運
22,2017-10-31,biotech,semiconductor,3,0.3028571428571428,0.9242857142857143,0.6214285714285714,-0.33571428571428574,0.1485714285714287,-0.009099051123966917,-0.002746657618896642,0.010147559410882967,0.04656185065278129,-0.18114905705267487,-0.015751867938862574,0.43333333333333335,0.6176470588235294,-0.02159589756476806,0.0241205943789628,0.6610859735783919,生技醫療,半導體
23,2017-11-02,shipping,semiconductor,3,0.32857142857142857,0.9571428571428571,0.6285714285714286,-0.4685714285714286,0.15142857142857147,-0.011639483731478995,-0.0024297008036421874,0.002085820523957338,0.039858579150759854,-0.2026665674105525,-0.02951602355848193,0.6111111111111112,0.6274509803921569,-0.006768218814197388,0.014403023119864473,0.34462024369989885,航運,半導體
24,2017-11-14,electronics,biotech,3,0.2642857142857143,0.9500000000000001,0.6857142857142857,-0.5071428571428571,0.1428571428571429,-0.038050253744631335,0.004265077628486713,-0.01681074355884893,0.007882501913500373,-0.09372206362185215,0.06490572987345034,0.28378378378378377,0.5333333333333333,,,0.5942079749348564,電子零組件,生技醫療
25,2017-11-21,computing,finance,3,0.2828571428571428,0.9571428571428571,0.6742857142857143,-0.12285714285714289,0.2657142857142857,0.004436007159957511,0.012383840239905464,-0.023259936586078056,0.01294490825771133,-0.23086446650899606,0.3146912494586831,0.4322033898305085,1.0,-0.0022394780224625245,0.08595150750422181,0.6748853237991739,資訊/通訊,金融
26,2018-01-11,electronics,finance,3,0.15714285714285714,1.0,0.8428571428571429,-0.5214285714285715,0.6385714285714286,-0.030298226205646483,0.01657837473905477,0.009928636580653127,0.034684740833340055,0.010959208622275396,0.5307352661310745,0.4657534246575342,0.9583333333333334,-0.017291383849964714,0.09149884092653242,0.7026384482653226,電子零組件,金融
27,2018-01-19,biotech,finance,3,0.2928571428571428,0.9571428571428571,0.6642857142857143,-0.26,-0.04285714285714293,-0.0032287532944140773,0.008670689100186202,0.020785272645732933,0.05454541391571688,-0.19776282445483628,0.18974967636002082,0.46875,0.9565217391304348,0.01166555444149071,0.07659654796006513,0.5977700690498425,生技醫療,金融
28,2018-03-30,electronics,biotech,3,0.38571428571428573,0.95,0.5642857142857143,-0.1514285714285714,0.014285714285714346,0.00503738074275939,0.019076205537448043,0.006741568081057414,0.02684543826174779,-0.208852494257378,0.0454241443590806,0.43661971830985913,0.6129032258064516,-0.011259505621091653,-0.004953846894325016,0.8663882647273979,電子零組件,生技醫療
29,2018-04-27,computing,finance,3,0.36,0.9028571428571428,0.5428571428571428,-0.13571428571428568,-0.06571428571428573,-0.049495161954120404,0.004187301363749452,-0.047255977157661055,0.013684493726685343,-0.19333650358137133,-0.08471813859994842,0.256198347107438,0.8461538461538461,-0.010450425917506327,0.06542363961050952,0.7827803487665301,資訊/通訊,金融
30,2018-06-04,shipping,semiconductor,3,0.2,0.7957142857142857,0.5957142857142856,-0.15999999999999998,-0.05857142857142861,-0.0008518721096617554,0.014430060287575763,-0.012418271978935469,0.08533955712649244,-0.07812556678120158,0.1791966851741148,0.4375,0.9019607843137255,-0.020911953055229797,0.0044766884721315,0.31022642528023286,航運,半導體
31,2018-06-22,biotech,finance,3,0.39571428571428574,0.7342857142857142,0.33857142857142847,-0.1285714285714285,0.5385714285714285,-0.018487436548557667,-0.0034601106966910544,-0.009740322693108983,0.003738384793715799,-0.36959701482318286,0.0654930885773164,0.2571428571428571,0.32,-0.02514822660623203,-0.07552166322521904,0.5324992621605654,生技醫療,金融
32,2018-07-10,computing,finance,3,0.3671428571428571,0.8257142857142857,0.45857142857142863,-0.06428571428571428,0.13714285714285723,-0.010507624330183096,0.00970877173832041,-0.06296101532263648,-0.02096042048755231,-0.2638321512279722,-0.28888374919088433,0.25,0.44,0.0017856392035269777,-0.0019980637610553806,0.8232483126244854,資訊/通訊,金融
33,2018-07-27,biotech,shipping,3,0.2057142857142857,0.9028571428571428,0.6971428571428571,-0.26857142857142857,-0.04428571428571426,0.00402343995033172,0.016744408182484016,0.007249515143023744,0.029579996821591292,-0.3122106137120559,0.043987520277577685,0.625,0.9375,0.0004098866759053106,0.04710635088013255,0.7597300084947021,生技醫療,航運
34,2018-08-31,biotech,semiconductor,3,0.39285714285714285,0.8585714285714285,0.4657142857142857,-0.16142857142857142,0.31714285714285717,0.009517115238665053,0.03252505675168971,-0.03129969973805885,-0.012268872858577418,-0.26796446510994865,-0.11298534884613615,0.4444444444444444,0.6122448979591837,0.003940576112227608,0.028857112635523284,0.9143105295194282,生技醫療,半導體
35,2018-09-05,shipping,finance,3,0.26857142857142857,0.9571428571428571,0.6885714285714285,-0.3928571428571428,0.19428571428571428,-0.023076895839959755,-0.008596512856519412,-0.036977576730717665,0.013162764754991563,-0.328170879707114,-0.12928030003999774,0.23529411764705882,0.5384615384615384,-0.06162427429215812,0.001356661553537115,0.8140818648856736,航運,金融
36,2018-09-10,computing,finance,3,0.3014285714285714,0.8957142857142858,0.5942857142857144,-0.14,-0.03857142857142848,-0.07692293096604175,-0.009947823444821868,-0.0731707334531112,0.01692733494193288,-0.033870012612733924,0.016274221153923518,0.0962962962962963,0.38461538461538464,-0.008868617036406167,-0.015694693603441764,0.8300544466964852,資訊/通訊,金融
37,2018-09-14,semiconductor,finance,3,0.3071428571428571,0.8185714285714286,0.5114285714285716,-0.15857142857142864,-0.1528571428571428,-0.007180188218281092,0.01128645683117091,-0.027654340498941943,0.02238996767516188,-0.033787937041319716,-0.03138321735666788,0.24489795918367346,0.8076923076923077,,,0.8227481939816852,半導體,金融
