event_id,signal_date,source_sector,destination_sector,ticker,reference_peak,drawdown_date,lead_trading_days,hit_20pct
8,2016-07-28,semiconductor,matched_control,2377,45.83552932739258,,,False
8,2016-07-28,semiconductor,matched_control,2357,139.67034912109375,,,False
8,2016-07-28,semiconductor,matched_control,2301,26.97540855407715,,,False
8,2016-07-28,semiconductor,matched_control,2383,53.060279846191406,,,False
8,2016-07-28,semiconductor,matched_control,2395,154.07936096191406,,,False
8,2016-07-28,semiconductor,matched_control,2324,12.007063865661621,,,False
8,2016-07-28,semiconductor,matched_control,2356,15.794322967529297,,,False
8,2016-07-28,semiconductor,matched_control,2464,33.96719741821289,2016-07-29,1.0,True
8,2016-07-28,semiconductor,matched_control,2449,18.578126907348633,,,False
8,2016-07-28,semiconductor,matched_control,2355,50.2723274230957,2016-11-04,68.0,True
8,2016-07-28,semiconductor,matched_control,2313,12.143492698669434,,,False
8,2016-07-28,semiconductor,matched_control,2455,47.54157257080078,2016-10-12,51.0,True
8,2016-07-28,semiconductor,matched_control,2406,39.37109375,,,False
9,2016-07-07,semiconductor,matched_control,2330,130.17819213867188,,,False
9,2016-07-07,semiconductor,matched_control,2498,105.64913177490234,2016-08-29,37.0,True
9,2016-07-07,semiconductor,matched_control,2317,61.33900833129883,,,False
9,2016-07-07,semiconductor,matched_control,2454,153.7120819091797,,,False
9,2016-07-07,semiconductor,matched_control,2474,142.52597045898438,,,False
9,2016-07-07,semiconductor,matched_control,2308,123.79710388183594,,,False
9,2016-07-07,semiconductor,matched_control,2412,79.49149322509766,,,False
9,2016-07-07,semiconductor,matched_control,2345,36.92341995239258,,,False
9,2016-07-07,semiconductor,matched_control,2485,37.128170013427734,2016-11-09,86.0,True
9,2016-07-07,semiconductor,matched_control,2409,8.0250825881958,,,False
9,2016-07-07,semiconductor,matched_control,2408,26.4278564453125,,,False
9,2016-07-07,semiconductor,matched_control,2303,7.732393264770508,,,False
9,2016-07-07,semiconductor,matched_control,2354,51.496768951416016,,,False
9,2016-07-07,semiconductor,matched_control,2353,9.995201110839844,,,False
9,2016-07-07,semiconductor,matched_control,2439,42.399837493896484,,,False
9,2016-07-07,semiconductor,matched_control,2379,67.08486938476562,,,False
9,2016-07-07,semiconductor,matched_control,2382,35.353111267089844,,,False
9,2016-07-07,semiconductor,matched_control,2357,140.89552307128906,,,False
9,2016-07-07,semiconductor,matched_control,2377,38.96344757080078,,,False
9,2016-07-07,semiconductor,matched_control,2383,53.20177459716797,,,False
9,2016-07-07,semiconductor,matched_control,2301,25.3249568939209,,,False
9,2016-07-07,semiconductor,matched_control,2355,50.06049728393555,2016-11-04,83.0,True
9,2016-07-07,semiconductor,matched_control,2395,147.87892150878906,,,False
9,2016-07-07,semiconductor,matched_control,2449,18.640052795410156,,,False
9,2016-07-07,semiconductor,matched_control,2324,11.286086082458496,,,False
9,2016-07-07,semiconductor,matched_control,2356,13.997326850891113,,,False
9,2016-07-07,semiconductor,matched_control,2313,11.709126472473145,,,False
